"СВОБОДНИ МЕСТА ЗА ЧЕТВЪРТИ ЕТАП НА КЛАСИРАНЕ ПО ПАРАЛЕЛКИ С КОДОВЕ ПО УЧИЛИЩА И РАЙОНИ, ПРИЕМ В VIII КЛАС 
162,Лозенец,"НФСГ, ГР.СОФИЯ",Икономика и мениджмънт - ФЕ,2768,професионална,0,,
163,Лозенец,"НФСГ, ГР.СОФИЯ",Търговия - АЕ (дуална),2791,професионална,0,,
164,Лозенец,"НФСГ, ГР.СОФИЯ",Търговия - НЕ (дуална),2798,професионална,0,,
165,Люлин,"27. СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки,2387,профилирана,2,,
166,Люлин,"37. СУ ""Райна Княгиня"", ГР.СОФИЯ",Предприемачески,2110,профилирана,5,,
167,Люлин,"40 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,0508,профилирана,1,,
168,Люлин,"56.СУ ""Проф. К. Иречек"", ГР.СОФИЯ",Чужди езици - АЕ интензивно,2196,профилирана,3,,
169,Люлин,"56.СУ ""Проф. К. Иречек"", ГР.СОФИЯ",Икономическо развитие - НЕ интензивно,2200,профилирана,16,,
170,Люлин,"79 СУ ""Индира Ганди"", ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,2427,профилирана,0,,
171,Люлин,"90 СУ, ГР.СОФИЯ",Предприемачески - ИЕ,1384,профилирана,7,,
172,Люлин,"96. СУ ""Л. Н. Толстой"", ГР.СОФИЯ",Чужди езици - АЕ интензивно,0903,профилирана,0,,
173,Люлин,"97 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,2506,профилирана,1,,
174,Люлин,"97 СУ, ГР.СОФИЯ",Търговия на едро и дребно - АЕ интензивно,2512,професионална,0,,
175,Люлин,"97 СУ, ГР.СОФИЯ",Предприемачески - АЕ,3037,профилирана,3,,
176,Люлин,"137 СУ ""Ангел Кънчев"", ГР.СОФИЯ",Предприемачески - АЕ интензивно,1834,профилирана,1,,
177,Люлин,"137 СУ ""Ангел Кънчев"", ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ,1838,профилирана,1,,
178,Люлин,"137 СУ ""Ангел Кънчев"", ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,1844,профилирана,0,,
179,Младост,"10 СУ ""Теодор Траянов"", ГР.СОФИЯ",Обществени науки - АЕ,2101,профилирана,1,,
180,Младост,"39 СУ ""П.Динеков"", ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,1802,профилирана,0,,
181,Младост,"81. СУ ""Виктор Юго"", ГР.СОФИЯ",Чужди езици - АЕ интензивно,2566,профилирана,2,,
182,Младост,"81. СУ ""Виктор Юго"", ГР.СОФИЯ",Хуманитарни науки,2579,профилирана,1,,
183,Младост,"118 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,2943,профилирана,0,,
184,Младост,"125 СУ ""Боян Пенев"", ГР.СОФИЯ",Хуманитарни науки - АЕ интензивно,1546,профилирана,3,,
185,Младост,"125 СУ ""Боян Пенев"", ГР.СОФИЯ",Математически - АЕ интензивно,1557,профилирана,2,,
186,Младост,"128 СУ ""Алберт Айнщайн"", ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ,1660,профилирана,2,,
187,Младост,"128 СУ ""Алберт Айнщайн"", ГР.СОФИЯ",Банкова охрана и инкасова дейност - АЕ,1670,професионална,0,,
188,Младост,"131 СУ ""К.А.Тимирязев"", ГР.СОФИЯ",Търговия на едро и дребно,2449,професионална,15,,
189,Младост,"131 СУ ""К.А.Тимирязев"", ГР.СОФИЯ",Предприемачески,2454,профилирана,3,,
190,Младост,"144 СУ ""Народни будители"", ГР.СОФИЯ",Музика - АЕ,1118,профилирана,13,,
191,Младост,"144 СУ ""Народни будители"", ГР.СОФИЯ",Рекламна графика - АЕ,1123,професионална,4,,
192,Младост,"144 СУ ""Народни будители"", ГР.СОФИЯ",Български танци - АЕ,1142,професионална,5,,
193,Младост,"ТУЕС към ТУ-София, ГР.СОФИЯ",Системно програмиране - АЕ,2127,професионална,1,,
194,Младост,"ТУЕС към ТУ-София, ГР.СОФИЯ",Компютърни мрежи - АЕ,2132,професионална,0,,
195,Надежда,"15 СУ, ГР.СОФИЯ",Предприемачески - АЕ,2582,профилирана,4,,
196,Надежда,"15 СУ, ГР.СОФИЯ",Предприемачески,3015,професионална,19,,
197,Надежда,"54 СУ, ГР.СОФИЯ",Чужди езици - АЕ интензивно,0749,профилирана,2,,
198,Надежда,"54 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,0758,профилирана,2,,
199,Надежда,"101 СУ ""БАЧО КИРО"", ГР.СОФИЯ",Икономическо развитие - АЕ интензивно,2886,профилирана,3,,
200,Надежда,"101 СУ ""БАЧО КИРО"", ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,2889,профилирана,1,,
201,Нови Искър,"170 СУ ""Васил Левски"", ГР.НОВИ ИСКЪР",Предприемачески - АЕ,2971,профилирана,0,,
202,Нови Искър,"170 СУ ""Васил Левски"", ГР.НОВИ ИСКЪР",Организация на туризма и свободното време - АЕ,2972,професионална,0,,
203,Нови Искър,"172 ОбУ ""Христо Ботев"", ГР.НОВИ ИСКЪР",Производство на облекло от текстил,2807,професионална,6,,
204,Оборище,"1 СУ ""Пенчо П. Славейков"", ГР.СОФИЯ",Чужди езици - ИЕ интензивно АЕ ИЦ,1831,профилирана,2,,
205,Оборище,"1 СУ ""Пенчо П. Славейков"", ГР.СОФИЯ",Чужди езици - ИЕ интнензивно АЕ БЗО,1900,профилирана,0,,
206,Оборище,"1 СУ ""Пенчо П. Славейков"", ГР.СОФИЯ",Чужди езици - АЕ интензивно ИЕ ИЦ,1906,профилирана,2,,
207,Оборище,"1 СУ ""Пенчо П. Славейков"", ГР.СОФИЯ",Природни науки - АЕ интензивно,1907,профилирана,3,,
208,Оборище,"164 ГПИЕ, ГР.СОФИЯ",Чужди езици - ИЕ интензивно АЕ,2561,профилирана,,0,0
209,Оборище,"164 ГПИЕ, ГР.СОФИЯ",Чужди езици - ИЕ интензивно ФЕ,2562,профилирана,,0,0
210,Оборище,"164 ГПИЕ, ГР.СОФИЯ",Чужди езици - ИЕ интензивно ИтЕ,2564,профилирана,,0,0
211,Оборище,"164 ГПИЕ, ГР.СОФИЯ",Чужди езици - ИЕ интензивно ПортЕ,2569,профилирана,,0,0
212,Оборище,"Първа АЕГ, ГР.СОФИЯ",Чужди езици - АЕ интензивно РЕ,0649,профилирана,,0,0
213,Оборище,"Първа АЕГ, ГР.СОФИЯ",Чужди езици - АЕ интензивно ИЕ,0672,профилирана,,1,0
214,Оборище,"Първа АЕГ, ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ,0727,профилирана,,0,0
215,Оборище,"Първа АЕГ, ГР.СОФИЯ",Чужди езици - АЕ интензивно ФЕ,0752,профилирана,,0,0
216,Оборище,"СМГ ""П. Хилендарски"", ГР.СОФИЯ",Математически - АЕ,2277,профилирана,1,,
217,Оборище,"СМГ ""П. Хилендарски"", ГР.СОФИЯ",Математически - НЕ интензивно,2278,профилирана,0,,
218,Оборище,"ПГМЕ, ГР.СОФИЯ",Металообработващи машини (дуална),2173,професионална,21,,
219,Оборище,"ПГМЕ, ГР.СОФИЯ",Електрообзавеждане на производството - електромонтьор (дуална),2177,професионална,15,,
220,Оборище,"ПГМЕ, ГР.СОФИЯ",Промишлена електроника - АЕ,2193,професионална,15,,
221,Оборище,"СПГТ, ГР.СОФИЯ",Кетъринг - РЕ,1277,професионална,0,,
222,Оборище,"СПГТ, ГР.СОФИЯ",Кетъринг - ИЕ,1281,професионална,0,,
223,Оборище,"СПГТ, ГР.СОФИЯ",Производство и обслужване в заведенията за хранене и развлечения - ИтЕ,1283,професионална,0,,
224,Оборище,"СПГТ, ГР.СОФИЯ",Производство и обслужване в заведенията за хранене и развлечения - НЕ,1284,професионална,0,,
225,Оборище,"СПГТ, ГР.СОФИЯ",Организация на хотелиерството - АЕ,1285,професионална,1,,
226,Оборище,"СПГТ, ГР.СОФИЯ",Организация на обслужването в хотелиерството - АЕ,1286,професионална,1,,
227,Оборище,"СПГТ, ГР.СОФИЯ",Екскурзоводско обслужване - АЕ,1287,професионална,1,,
228,Овча купел,"66 СУ ""Филип Станиславов"", ГР.СОФИЯ",Предприемачески,1439,профилирана,4,,
229,Овча купел,"88 СУ ""Д. Попниколов"", ГР.СОФИЯ",Чужди езици - АЕ интензивно,1353,профилирана,2,,
230,Овча купел,"88 СУ ""Д. Попниколов"", ГР.СОФИЯ",Туристическа анимация - АЕ интензивно,1356,професионална,4,,
231,Овча купел,"149 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,1060,профилирана,0,,
232,Овча купел,"Национално СУ ""София"", ГР.СОФИЯ",Природни науки - АЕ,2687,профилирана,5,,
233,Овча купел,"Национално СУ ""София"", ГР.СОФИЯ",Изобразително изкуство - АЕ,2692,профилирана,9,,
234,Овча купел,"ПГЕА, ГР.СОФИЯ",Компютърни мрежи - АЕ,2115,професионална,4,,
235,Овча купел,"ПГЕА, ГР.СОФИЯ",Компютърна техника и технологии - АЕ,2123,професионална,2,,
236,Овча купел,"ПГЕА, ГР.СОФИЯ",Системно програмиране - АЕ,2133,професионална,1,,
237,Овча купел,"ПГЕА, ГР.СОФИЯ",Приложно програмиране - АЕ,2138,професионална,5,,
238,Овча купел,"ПГСС ""БУЗЕМА"", ГР.СОФИЯ",Трайни насаждения,2901,професионална,7,,
239,Овча купел,"ПГСС ""БУЗЕМА"", ГР.СОФИЯ",Цветарство,2903,професионална,0,,
240,Овча купел,"ПГСС ""БУЗЕМА"", ГР.СОФИЯ",Каменоделство,2905,професионална,13,,
241,Панчарево,"71 СУ ""П.Яворов"", С.КАЗИЧЕНЕ",Икономическо развитие,1725,профилирана,0,,
242,Панчарево,"192 СУ, С.БИСТРИЦА",Туристическа анимация,2952,професионална,6,,
243,Подуяне,"24 СУ ""П. К. Яворов "", ГР.СОФИЯ",Предприемачески,2439,профилирана,1,,
244,Подуяне,"44. СУ ""Неофит Бозвели"", ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,1536,профилирана,0,,
245,Подуяне,"44. СУ ""Неофит Бозвели"", ГР.СОФИЯ",Софтуерни и хардуерни науки - НЕ интензивно,1538,профилирана,1,,
246,Подуяне,"95 СУ, ГР.СОФИЯ",Чужди езици - АЕ интензивно РЕ,2354,профилирана,0,,
247,Подуяне,"95 СУ, ГР.СОФИЯ",Чужди езици - РЕ интензивно АЕ,2359,профилирана,1,,
248,Подуяне,"95 СУ, ГР.СОФИЯ",Природни науки - АЕ интензивно,2459,профилирана,5,,
249,Подуяне,"130 СУ ""Стефан Караджа"", ГР.СОФИЯ",Продавач-консултант,2236,професионална,4,,
250,Сердика,"14 СУ ""Проф. д-р А. Златаров, ГР.СОФИЯ",Обществени науки - АЕ,1312,профилирана,3,,
251,Сердика,"29. СУ ""Кузман Шапкарев"", ГР.СОФИЯ",Софтуерни и хардуерни науки,2408,профилирана,1,,
252,Сердика,"29. СУ ""Кузман Шапкарев"", ГР.СОФИЯ",Физическо възпитание и спорт,2411,профилирана,18,,
253,Сердика,"59 ОбУ ""Васил Левски"", ГР.СОФИЯ",Готвач,1530,професионална,6,,
254,Сердика,"ПГИИ ""Проф. Н. Райнов"", ГР.СОФИЯ",Компютърна графика,1572,професионална,1,,
255,Сердика,"ПГЖПТ ""Никола Корчев"", ГР.СОФИЯ",Локомотиви и вагони - АЕ (дуална),2000,професионална,17,,
256,Сердика,"ПГИИРЕ, ГР.СОФИЯ",Чужди езици - РумЕ интензивно,2934,профилирана,13,,
257,Сердика,"ПГИИРЕ, ГР.СОФИЯ",Чужди езици - ИЕ интензивно,2935,профилирана,0,,
258,Слатина,"23 СУ ""Фредерик Ж.-Кюри"", ГР.СОФИЯ",Чужди езици - ИтЕ интензивно,0916,профилирана,2,,
259,Слатина,"23 СУ ""Фредерик Ж.-Кюри"", ГР.СОФИЯ",Предприемачески - АЕ,0930,профилирана,3,,
260,Слатина,"23 СУ ""Фредерик Ж.-Кюри"", ГР.СОФИЯ",Икономическо развитие - АЕ,0939,профилирана,1,,
261,Слатина,"31 СУЧЕМ ""Иван Вазов"", ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ,2753,профилирана,1,,
262,Слатина,"31 СУЧЕМ ""Иван Вазов"", ГР.СОФИЯ",Чужди езици - АЕ интензивно ИЕ,2755,профилирана,1,,
263,Слатина,"31 СУЧЕМ ""Иван Вазов"", ГР.СОФИЯ",Чужди езици - НЕ интензивно АЕ,2759,профилирана,0,,
264,Слатина,"31 СУЧЕМ ""Иван Вазов"", ГР.СОФИЯ",Чужди езици - ИЕ интензивно АЕ,2766,профилирана,0,,
265,Слатина,"31 СУЧЕМ ""Иван Вазов"", ГР.СОФИЯ",Математически - АЕ интензивно,3018,профилирана,1,,
266,Слатина,"93 СУ ""Ал. Теодоров - Балан"", ГР.СОФИЯ",Обществени науки - РЕ интензивно,2876,профилирана,2,,
267,Слатина,"93 СУ ""Ал. Теодоров - Балан"", ГР.СОФИЯ",Обществени науки - АЕ интензивно,2878,профилирана,2,,
268,Слатина,"94 СУ ""Д.Страшимиров"", ГР.СОФИЯ",Предприемачески,2525,профилирана,6,,
269,Слатина,"94 СУ ""Д.Страшимиров"", ГР.СОФИЯ",Производство на облекло от текстил,2535,професионална,10,,
270,Слатина,"94 СУ ""Д.Страшимиров"", ГР.СОФИЯ",Логистика на товари и услуги,2539,професионална,3,,
271,Слатина,"138 СУЗИЕ ""Проф.В.Златарски""",Чужди езици - АЕ интензивно ИЕ,1354,профилирана,1,,
272,Слатина,"138 СУЗИЕ ""Проф.В.Златарски""",Чужди езици - КитЕ интензивно АЕ,2451,профилирана,2,,
273,Слатина,"138 СУЗИЕ ""Проф.В.Златарски""",Чужди езици - ЯЕ интензивно АЕ,2456,профилирана,1,,
274,Слатина,"138 СУЗИЕ ""Проф.В.Златарски""",Организация на туризма и свободното време - АЕ интензивно КорЕ,2466,професионална,0,,
275,Слатина,"157 ГИЧЕ ""Сесар Вайехо"", ГР.СОФИЯ",Чужди езици - ИЕ интензивно,1023,профилирана,2,,
276,Слатина,"ПГТ ""МАКГАХАН"", ГР.СОФИЯ",Автотранспортна техника - техник АЕ (дуална),2153,професионална,6,,
277,Слатина,"ПГТ ""МАКГАХАН"", ГР.СОФИЯ",Автомобилна мехатроника - АЕ,2165,професионална,1,,
278,Слатина,"ПГТ ""МАКГАХАН"", ГР.СОФИЯ",Ремонт на летателни апарати - АЕ,2178,професионална,3,,
279,Слатина,"ПГТ ""МАКГАХАН"", ГР.СОФИЯ",Спедиция транспортна и складова логистика - АЕ,2187,професионална,11,,
280,Слатина,"ПГТ ""МАКГАХАН"", ГР.СОФИЯ",Спедиция транспортна и складова логистика - АЕ (дуална),2212,професионална,5,,
281,Средец,"7. СУ ""Свети Седмочисленици""",Чужди езици - АЕ интензивно ИЕ,0359,профилирана,4,,
282,Средец,"7. СУ ""Свети Седмочисленици""",Чужди езици - АЕ интензивно НЕ,0360,профилирана,2,,
283,Средец,"7. СУ ""Свети Седмочисленици""",Софтуерни и хардуерни науки - АЕ интензивно НЕ,0361,профилирана,1,,
284,Средец,"7. СУ ""Свети Седмочисленици""",Чужди езици - АЕ интензивно ФЕ,0363,профилирана,0,,
285,Средец,"9 ФЕГ, ГР.СОФИЯ",Чужди езици - ФЕ интензивно АЕ,2158,профилирана,,0,0
286,Средец,"9 ФЕГ, ГР.СОФИЯ",Чужди езици - ФЕ интензивно ИЕ,2163,профилирана,,0,1
287,Средец,"9 ФЕГ, ГР.СОФИЯ",Чужди езици - ФЕ интензивно НЕ,2168,профилирана,,0,0
288,Средец,"12 СУ ""Цар Иван Асен ІІ"", ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ или РЕ,2159,профилирана,1,,
289,Средец,"12 СУ ""Цар Иван Асен ІІ"", ГР.СОФИЯ",Чужди езици - НЕ интензивно АЕ или РЕ,2209,профилирана,1,,
290,Средец,"12 СУ ""Цар Иван Асен ІІ"", ГР.СОФИЯ",Предприемачески - ФЕ интензивно,2215,профилирана,0,,
291,Средец,"127 СРЕДНО УЧИЛИЩЕ, ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ,1358,профилирана,2,,
292,Средец,"127 СРЕДНО УЧИЛИЩЕ, ГР.СОФИЯ",Математически - АЕ интензивно,1362,профилирана,0,,
293,Средец,"127 СРЕДНО УЧИЛИЩЕ, ГР.СОФИЯ",Чужди езици - АЕ интензивно ИЕ,1364,профилирана,0,,
294,Средец,"127 СРЕДНО УЧИЛИЩЕ, ГР.СОФИЯ",Природни науки - АЕ интензивно,1365,профилирана,1,,
295,Средец,"127 СРЕДНО УЧИЛИЩЕ, ГР.СОФИЯ",Предприемачески - ИЕ интензивно,1366,профилирана,1,,
296,Средец,"133 СУ ""А.С.Пушкин"", ГР.СОФИЯ",Чужди езици - АЕ интензивно РЕ,2269,профилирана,,1,2
297,Средец,"133 СУ ""А.С.Пушкин"", ГР.СОФИЯ",Чужди езици - ФЕ интензивно РЕ,2270,профилирана,,0,1
298,Средец,"133 СУ ""А.С.Пушкин"", ГР.СОФИЯ",Чужди езици - РЕ интензивно АЕ,2272,профилирана,,0,2
299,Студентски,"55 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ интензивно,2144,профилирана,0,,
300,Студентски,"ПГ по телекомуникации, ГР.СОФИЯ",Телекомуникационни системи - АЕ,0660,професионална,0,,
301,Студентски,"ПГ по телекомуникации, ГР.СОФИЯ",Оптически комуникационни системи - АЕ,0707,професионална,1,,
302,Студентски,"ПГ по телекомуникации, ГР.СОФИЯ",Компютърни мрежи - АЕ,0722,професионална,0,,
303,Студентски,"ПГ по телекомуникации, ГР.СОФИЯ",Компютърна техника и технологии - АЕ,0730,професионална,0,,
304,Студентски,"ПГ по телекомуникации, ГР.СОФИЯ",Системно програмиране - АЕ,0738,професионална,0,,
305,Студентски,"ПГ по телекомуникации, ГР.СОФИЯ",Приложно програмиране - АЕ,0743,професионална,1,,
306,Студентски,"ПГ по телекомуникации, ГР.СОФИЯ",Икономическа информатика - АЕ,0746,професионална,1,,
307,Триадица,"22 СЕУ ""Г. С. Раковски"", ГР.СОФИЯ",Чужди езици - АЕ интензивно ИЕ,2565,профилирана,1,,
308,Триадица,"22 СЕУ ""Г. С. Раковски"", ГР.СОФИЯ",Чужди езици - ИЕ интензивно АЕ,2577,профилирана,2,,
309,Триадица,"22 СЕУ ""Г. С. Раковски"", ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ,3017,профилирана,0,,
310,Триадица,"47 СУ, ГР.СОФИЯ",Предприемачески - АЕ интензивно,0515,профилирана,2,,
311,Триадица,"73. СУ ""Владислав Граматик"", ГР.СОФИЯ",Чужди езици - НЕ интензивно РЕ,2651,профилирана,,0,0
312,Триадица,"73. СУ ""Владислав Граматик"", ГР.СОФИЯ",Чужди езици - НЕ интензивно ФЕ,2656,профилирана,,0,1
313,Триадица,"73. СУ ""Владислав Граматик"", ГР.СОФИЯ",Чужди езици - НЕ интензивно АЕ,2658,профилирана,,0,1
314,Триадица,"121 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - АЕ,2637,профилирана,2,,
315,Триадица,"121 СУ, ГР.СОФИЯ",Предприемачески - АЕ,2642,профилирана,5,,
316,Триадица,"121 СУ, ГР.СОФИЯ",Софтуерни и хардуерни науки - ИЕ,2647,профилирана,3,,
317,Триадица,"ІІ АЕГ ""Томас Джеферсън"", ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ М ФА,2018,профилирана,,0,0
318,Триадица,"ІІ АЕГ ""Томас Джеферсън"", ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ БЕЛ,2020,профилирана,,0,0
319,Триадица,"ІІ АЕГ ""Томас Джеферсън"", ГР.СОФИЯ",Чужди езици - АЕ интензивно НЕ БЗО ХООС,2022,профилирана,,0,0
320,Триадица,"ІІ АЕГ ""Томас Джеферсън"", ГР.СОФИЯ",Чужди езици АЕ интензивно ИЕ М ГИ,2025,профилирана,,1,0
321,Триадица,"ІІ АЕГ ""Томас Джеферсън"", ГР.СОФИЯ",Чужди езици - АЕ интензивно ИЕ ИЦ БЕЛ,2028,профилирана,,1,0
322,Триадица,"ІІ АЕГ ""Томас Джеферсън"", ГР.СОФИЯ",Чужди езици - АЕ интензивно ИЕ ИЦ ГИ,2030,профилирана,,0,0
323,Триадица,"ІІ АЕГ ""Томас Джеферсън"", ГР.СОФИЯ",Чужди езици - АЕ интензивно РЕ М ИТ,2034,профилирана,,0,0
324,Триадица,"ПГ по дизайн ""Елисавета Вазова"", ГР.СОФИЯ",Моден дизайн - ФЕ,1227,професионална,2,,
325,Триадица,"ПГ по дизайн ""Елисавета Вазова"", ГР.СОФИЯ",Интериорен дизайн- НЕ,1290,професионална,1,,
326,Триадица,"ПГ по дизайн ""Елисавета Вазова"", ГР.СОФИЯ",Интериорен дизайн - ИтЕ,1292,професионална,1,,
327,Триадица,"ПГ по дизайн ""Елисавета Вазова"", ГР.СОФИЯ",Графичен дизайн - АЕ,1294,професионална,1,,
328,Триадица,"ПГ по дизайн ""Елисавета Вазова"", ГР.СОФИЯ",Рекламна графика - АЕ,1296,професионална,1,,
329,Триадица,"НТБГ, ГР.СОФИЯ",Банково дело - АЕ интензивно,0751,професионална,,0,1
330,Триадица,"НТБГ, ГР.СОФИЯ",Застрахователно и осигурително дело - НЕ интензивно,0775,професионална,,0,0
331,Триадица,"НТБГ, ГР.СОФИЯ",Оперативно счетоводство - РЕ интензивно,0777,професионална,,0,0
332,Триадица,"НТБГ, ГР.СОФИЯ",Бизнес администрация - ИЕ интензивно,0779,професионална,,0,0
333,Триадица,"НТБГ, ГР.СОФИЯ",Електронна търговия - АЕ интензивно,0788,професионална,,1,3
334,Триадица,"НТБГ, ГР.СОФИЯ",Икономическа информатика - АЕ интензивно,0802,професионална,,0,1
335,Триадица,"НТБГ, ГР.СОФИЯ",Банково дело - ФЕ интензивно,0933,професионална,,1,1
336,Триадица,"НТБГ, ГР.СОФИЯ",Банково дело - НЕ интензивно,0937,професионална,,0,0
337,Триадица,"НТБГ, ГР.СОФИЯ",Електронна търговия - РЕ интензивно,0941,професионална,,0,0
