№ по ред,Училище,Паралелка,Минимален бал,Максимален бал,Пол
1.  ,"2216306  СМГ ""П. Хилендарски""",2277  Математически - АЕ  НЕ,479,489,без квоти
2.  ,2211304  НПМГ,0821  Математически - НЕ М Инф,473.5,473.5,без квоти
3.  ,2222009  9 ФЕГ,2163  Чужди езици - ФЕ интензивно   ИЕ,461.5,461.5,младежи
4.  ,2216301  Първа АЕГ,0672  Чужди езици - АЕ интензивно ИЕ,460,460,девойки
5.  ,"2224073  73. СУ ""Владислав Граматик""",2651  Чужди езици - НЕ интензивно РЕ,459.5,459.5,младежи
6.  ,2204091  91 НЕГ,2644  Чужди езици - НЕ интензивно  АЕ,457.5,463,девойки
7.  ,2216164  164 ГПИЕ,2562  Чужди езици - ИЕ интензивно ФЕ,457.5,460,девойки
8.  ,"2211419  СГСАГ ""Христо Ботев""",0973  Строителство и архитектура - НЕ,457,457,без квоти
9.  ,2213350  ТУЕС към ТУ-София,2132  Компютърни мрежи - АЕ  РЕ,455.25,455.25,без квоти
10.  ,2216301  Първа АЕГ,0727  Чужди езици - АЕ интензивно НЕ,453,453,девойки
11.  ,"2224073  73. СУ ""Владислав Граматик""",2656  Чужди езици - НЕ интензивно ФЕ,452.5,452.5,девойки
12.  ,2209051  51 СУ,2291  Изобразително изкуство - АЕ интензивно  ИтЕ,451,451,без квоти
13.  ,2213350  ТУЕС към ТУ-София,2127  Системно програмиране - АЕ  РЕ,450.25,450.25,без квоти
14.  ,2216301  Първа АЕГ,3349  Предприемачество - АЕ интензивно НЕ,447,447,младежи
15.  ,2224433  НТБГ,0941  Електронна търговия - РЕ интензивно  АЕ,444.5,444.5,девойки
16.  ,"2224073  73. СУ ""Владислав Граматик""",2651  Чужди езици - НЕ интензивно РЕ,442,442.5,девойки
17.  ,"2206302  ІІ АЕГ ""Томас Джеферсън""",2030  Чужди езици - АЕ интензивно ИЕ ИЦ ГИ,441.5,441.5,девойки
18.  ,"2206302  ІІ АЕГ ""Томас Джеферсън""",2018  Чужди езици - АЕ интензивно НЕ М ФА,441,441,девойки
19.  ,"2211035  35. СЕУ ""Добри Войников""",0392  Чужди езици - ФЕ интензивно РЕ М,440.5,440.5,девойки
20.  ,"2206302  ІІ АЕГ ""Томас Джеферсън""",2018  Чужди езици - АЕ интензивно НЕ М ФА,440,442,младежи
21.  ,2216301  Първа АЕГ,0727  Чужди езици - АЕ интензивно НЕ,440,440,младежи
22.  ,2216301  Първа АЕГ,0752  Чужди езици - АЕ интензивно ФЕ,439.5,442.5,девойки
23.  ,2222009  9 ФЕГ,2158  Чужди езици - ФЕ интензивно   АЕ,439.5,441,девойки
24.  ,"2222133  133 СУ ""А.С.Пушкин""",2269  Математически - АЕ интензивно  РЕ,439,439,девойки
25.  ,"2224022  22 СЕУ ""Г. С. Раковски""",2565  Чужди езици - АЕ интензивно ИЕ,438.5,438.5,без квоти
26.  ,"2221031  31 СУЧЕМ ""Иван Вазов""",2755  Чужди езици - АЕ интензивно   ИЕ,437,437,без квоти
27.  ,"2205407  СПГЕ  ""Джон Атанасов""",2328  Системно програмиране - АЕ  НЕ,432.5,432.5,без квоти
28.  ,2216164  164 ГПИЕ,2561  Чужди езици - ИЕ интензивно АЕ,431.5,441,младежи
29.  ,"2222133  133 СУ ""А.С.Пушкин""",2270  Чужди езици - ФЕ интензивно  РЕ,431.5,436,девойки
30.  ,"2211035  35. СЕУ ""Добри Войников""",0389  Чужди езици - НЕ интензивно РЕ М,427.5,431.5,девойки
31.  ,"2204032  32.СУИЧЕ ""Св. Климент Охридски",2773  Чужди езици - АЕ интензивно  ИЕ,426.5,426.5,девойки
32.  ,"2211035  35. СЕУ ""Добри Войников""",0388  Чужди езици - НЕ интензивно РЕ БЕЛ,423.5,423.5,без квоти
33.  ,"2206302  ІІ АЕГ ""Томас Джеферсън""",2020  Чужди езици - АЕ интензивно НЕ  БЕЛ,423.5,423.5,младежи
34.  ,2216164  164 ГПИЕ,2562  Чужди езици - ИЕ интензивно ФЕ,423.5,423.5,младежи
35.  ,"2205407  СПГЕ  ""Джон Атанасов""",2338  Приложно програмиране - АЕ  НЕ,423,423,без квоти
36.  ,2216301  Първа АЕГ,0649  Чужди езици - АЕ интензивно РЕ,422.5,422.5,младежи
37.  ,"2205407  СПГЕ  ""Джон Атанасов""",2360  Компютърни мрежи - АЕ  НЕ,421.5,421.5,без квоти
38.  ,"2222133  133 СУ ""А.С.Пушкин""",2269  Математически - АЕ интензивно  РЕ,420.5,420.5,младежи
39.  ,2216164  164 ГПИЕ,2564  Чужди езици - ИЕ интензивно ИтЕ,420.5,420.5,младежи
40.  ,"2211035  35. СЕУ ""Добри Войников""",3505  Природни науки - БЗО ХООС НЕ интензивно РЕ,420.5,420.5,девойки
41.  ,"2206302  ІІ АЕГ ""Томас Джеферсън""",2030  Чужди езици - АЕ интензивно ИЕ ИЦ ГИ,419.5,419.5,младежи
42.  ,"2222007  7. СУ  ""Свети Седмочисленици""","0363  Чужди езици - АЕ интензивно, ФЕ",418,418,без квоти
43.  ,"2211419  СГСАГ ""Христо Ботев""",0719  Строителство и архитектура - АЕ,417,418.5,без квоти
44.  ,2222009  9 ФЕГ,2168  Чужди езици - ФЕ интензивно   НЕ,416.5,416.5,младежи
45.  ,2216164  164 ГПИЕ,2569  Чужди езици - ИЕ интензивно ПортЕ,416,416,младежи
46.  ,"2221031  31 СУЧЕМ ""Иван Вазов""",2766  Чужди езици - ИЕ интензивно   АЕ,416,416,без квоти
47.  ,"2204018  18 СУ ""Уилям Гладстон""",1631  Чужди езици - ЯЕ интензивно  АЕ,415.5,415.5,без квоти
48.  ,2224433  НТБГ,0788  Електронна търговия - АЕ интензивно  ФЕ,415,415,девойки
49.  ,2209051  51 СУ,2289  Софтуерни и хардуерни науки - АЕ интензивно  ИтЕ,414.25,414.25,без квоти
50.  ,"2204032  32.СУИЧЕ ""Св. Климент Охридски",2773  Чужди езици - АЕ интензивно  ИЕ,411.5,411.5,младежи
51.  ,"2204032  32.СУИЧЕ ""Св. Климент Охридски",3372  Природни науки - АЕ интензивно  ИЕ,409.5,425,без квоти
52.  ,"2221031  31 СУЧЕМ ""Иван Вазов""",2759  Чужди езици - НЕ интензивно   АЕ,409.5,420.5,без квоти
53.  ,"2204032  32.СУИЧЕ ""Св. Климент Охридски",2777  Чужди езици - АЕ интензивно  РЕ,403.5,403.5,девойки
54.  ,"2204032  32.СУИЧЕ ""Св. Климент Охридски",2771  Чужди езици - АЕ интензивно НЕ,400,413.5,девойки
55.  ,"2222133  133 СУ ""А.С.Пушкин""",2272  Чужди езици - РЕ интензивно  АЕ,397,397,младежи
56.  ,"2222007  7. СУ  ""Свети Седмочисленици""",0360  Чужди езици - АЕ интензивно НЕ,396,396,без квоти
57.  ,"2204018  18 СУ ""Уилям Гладстон""",0902  Природни науки - АЕ интензивно НЕ,395,395,без квоти
58.  ,2224433  НТБГ,0937  Банково дело - НЕ интензивно  АЕ,392,392,младежи
59.  ,"2204032  32.СУИЧЕ ""Св. Климент Охридски",2771  Чужди езици - АЕ интензивно НЕ,391,419,младежи
60.  ,"2205119  119 СУ ""Академик М. Арнаудов""",1532  Чужди езици - РЕ интензивно  АЕ/ФЕ,390,390,без квоти
61.  ,2224433  НТБГ,0937  Банково дело - НЕ интензивно  АЕ,383.5,383.5,девойки
62.  ,"2221031  31 СУЧЕМ ""Иван Вазов""",3018  Математически - АЕ интензивно  НЕ,382,430.5,без квоти
63.  ,"2204018  18 СУ ""Уилям Гладстон""",1647  Чужди езици - КорЕ интензивно АЕ,379.5,399,без квоти
64.  ,2212097  97 СУ,2506  Софтуерни и хардуерни науки - АЕ интензивно,379.5,379.5,без квоти
65.  ,"2204134  134. СУ ""Д. Дебелянов""",1952  Чужди езици - АЕ интензивно Иврит,376.25,376.25,без квоти
66.  ,"2222133  133 СУ ""А.С.Пушкин""",2270  Чужди езици - ФЕ интензивно  РЕ,375.5,375.5,младежи
67.  ,"2224432  ПГ по дизайн ""Елисавета Вазова""",1290  Интериорен дизайн- НЕ,373.75,378.5,без квоти
68.  ,"2222012  12 СУ ""Цар Иван Асен ІІ""",2209  Чужди езици - НЕ интензивно  АЕ/РЕ,373.5,380.25,без квоти
69.  ,"2204032  32.СУИЧЕ ""Св. Климент Охридски",2777  Чужди езици - АЕ интензивно  РЕ,373.5,373.5,младежи
70.  ,"2204018  18 СУ ""Уилям Гладстон""",1642  Чужди езици - КитЕ интензивно АЕ,373,401,без квоти
71.  ,"2205407  СПГЕ  ""Джон Атанасов""",2363  Компютърна техника и технологии - АЕ  НЕ,370.5,386.25,без квоти
72.  ,"2205119  119 СУ ""Академик М. Арнаудов""",1522  Хуманитарни науки - АЕ интензивно РЕ/ФЕ,370.5,384.5,без квоти
73.  ,2211420  НФСГ,2754  Икономика и мениджмънт - АЕ,370,399,без квоти
74.  ,2224433  НТБГ,0788  Електронна търговия - АЕ интензивно  ФЕ,368.5,370.5,младежи
75.  ,2211420  НФСГ,2764  Икономика и мениджмънт - НЕ,368,368,без квоти
76.  ,"2211419  СГСАГ ""Христо Ботев""",0762  Геодезия - АЕ,367.75,367.75,без квоти
77.  ,"2222007  7. СУ  ""Свети Седмочисленици""","0359  Чужди езици - АЕ интензивно, ИЕ",366,408,без квоти
78.  ,"2216001  1 СУ ""Пенчо П. Славейков""",1831  Чужди езици - ИЕ интензивно АЕ,364.75,371.75,без квоти
79.  ,"2204030  30 СУ ""Братя Миладинови""",1307  Чужди езици - ИЕ интензивно  АЕ,364,420.5,без квоти
80.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0951  Чужди езици - АЕ интензивно  ИЕ,363.5,371,без квоти
81.  ,"2216001  1 СУ ""Пенчо П. Славейков""",1906  Чужди езици - АЕ интензивно ИЕ,362.75,362.75,без квоти
82.  ,"2224432  ПГ по дизайн ""Елисавета Вазова""",1294  Графичен дизайн - АЕ,362,364.25,без квоти
83.  ,"2221023  23 СУ ""Фредерик Ж.-Кюри""",0916  Чужди езици - ИтЕ интензивно  АЕ,361.75,361.75,без квоти
84.  ,"2216001  1 СУ ""Пенчо П. Славейков""",1907  Природни науки - Биология и здравно образование - АЕ интензивно  ИЕ,360.75,360.75,без квоти
85.  ,2223431  ПГ по телекомуникации,0738  Системно програмиране - АЕ,359,431.75,без квоти
86.  ,"2224432  ПГ по дизайн ""Елисавета Вазова""",1296  Рекламна графика - АЕ,356.75,361.75,без квоти
87.  ,2224121  121 СУ,3679  Софтуерни и хардуерни науки - АЕ  РЕ,356,356,без квоти
88.  ,"2221138  138 СУЗИЕ  ""Проф.В.Златарски""",2451  Чужди езици - КитЕ интензивно    АЕ,354.75,361,без квоти
89.  ,"2224432  ПГ по дизайн ""Елисавета Вазова""",1227  Моден дизайн - ФЕ,354.5,421,без квоти
90.  ,"2206003  3 СУ ""Марин Дринов""",2914  Графичен дизайн - АЕ  РЕ,352.75,361.5,без квоти
91.  ,2211420  НФСГ,2798  Търговия - НЕ (дуална),352.5,352.5,без квоти
92.  ,2222127  127 СРЕДНО УЧИЛИЩЕ,1365  Природни науки - ИЕ интензивно  АЕ,352,352,без квоти
93.  ,"2216001  1 СУ ""Пенчо П. Славейков""",1900  Природни науки - Биология и здравно образование - ИЕ интнензивно   АЕ,351.5,351.5,без квоти
94.  ,"2205407  СПГЕ  ""Джон Атанасов""",2366  Микропроцесорна техника - АЕ  НЕ,350.75,351.5,без квоти
95.  ,"2221138  138 СУЗИЕ  ""Проф.В.Златарски""",1354  Математически - АЕ интензивно ИЕ,349.5,349.5,без квоти
96.  ,"2219044  44. СУ ""Неофит Бозвели""",1536  Софтуерни и хардуерни науки - АЕ интензивно  ИЕ,349.5,349.5,без квоти
97.  ,"2219044  44. СУ ""Неофит Бозвели""",1538  Софтуерни и хардуерни науки - НЕ интензивно  АЕ,349.5,349.5,без квоти
98.  ,"2213144  144 СУ ""Народни будители""",3559  Рекламна графика - ИЕ  РЕ/АЕ,347.75,347.75,без квоти
99.  ,"2205119  119 СУ ""Академик М. Арнаудов""",1526  Природни науки - АЕ интензивно  РЕ/ФЕ,347.5,347.5,без квоти
100.  ,"2206409  ПГТЕ ""Хенри Форд""",2367  Автомобилна мехатроника - АЕ  РЕ/НЕ,347,347,без квоти
101.  ,"2213125  125 СУ ""Боян Пенев""",1546  Хуманитарни науки - АЕ интензивно  РЕ,344.75,347.75,без квоти
102.  ,"2205408  СПГ ""Княгиня Евдокия""",2837  Съдебна администрация - АЕ   РЕ,340.5,340.5,без квоти
103.  ,"2222012  12 СУ ""Цар Иван Асен ІІ""",2215  Предприемачески - ФЕ интензивно  АЕ,339.5,343,без квоти
104.  ,2222127  127 СРЕДНО УЧИЛИЩЕ,1358  Хумантарни науки - АЕ интензивно  НЕ,338.5,390,без квоти
105.  ,"2205407  СПГЕ  ""Джон Атанасов""",2372  Промишлена електроника - АЕ  НЕ,338.5,338.5,без квоти
106.  ,"2221023  23 СУ ""Фредерик Ж.-Кюри""",0930  Предприемачески - АЕ  ИтЕ/ФЕ,338,338,без квоти
107.  ,"2222012  12 СУ ""Цар Иван Асен ІІ""",2159  Природни науки - АЕ интензивно  НЕ,337,343,без квоти
108.  ,2222127  127 СРЕДНО УЧИЛИЩЕ,1364  Природни науки - АЕ интензивно  ИЕ,336,336,без квоти
109.  ,"2205105  105. СУ ""Атанас Далчев""",2543  Екскурзоводско обслужване - ИтЕ интензивно  АЕ,333.25,374,без квоти
110.  ,"2204030  30 СУ ""Братя Миладинови""",1308  Природни науки - ИЕ интензивно  АЕ,330.5,330.5,без квоти
111.  ,"2205105  105. СУ ""Атанас Далчев""",2532  Софтуерни и хардуерни науки - АЕ интензивно ИтЕ,330,336.5,без квоти
112.  ,"2220029  29. СУ ""Кузман Шапкарев""",3515  Софтуерни и хардуерни науки,328.25,409.5,без квоти
113.  ,"2209132  132. СУ ""Ваня Войнова""",0423  Софтуерни и хардуерни науки - АЕ  РЕ,327.75,352,без квоти
114.  ,"2209019  19 СУ ""Елин Пелин""",3399  Предприемачески - АЕ интензивно НЕ/НорвЕ/ДатЕ,327.5,343,без квоти
115.  ,"2204030  30 СУ ""Братя Миладинови""",2602  Икономическо развитие - АЕ интензивно  НЕ,326.5,337,без квоти
116.  ,2222127  127 СРЕДНО УЧИЛИЩЕ,1362  Хуманитарни науки - ИЕ интензивно  АЕ,326.5,329.5,без квоти
117.  ,2214054  54 СУ,0749  Чужди езици - АЕ интензивно  ИЕ,326,358.5,без квоти
118.  ,"2204018  18 СУ ""Уилям Гладстон""",1637  Чужди езици - АрЕ интензивно  АЕ,325,348.5,без квоти
119.  ,2222127  127 СРЕДНО УЧИЛИЩЕ,1366  Предприемачески - АЕ интензивно  ИЕ,324,329.5,без квоти
120.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0317  Медицинска техника - НЕ  АЕ,322,322,без квоти
121.  ,"2209019  19 СУ ""Елин Пелин""",3394  Предприемачески - НЕ интензивно НорвЕ,320.5,334.5,без квоти
122.  ,"2211419  СГСАГ ""Христо Ботев""",0838  Брокер недвижими имоти - АЕ,320.5,326.75,без квоти
123.  ,"2212137  137 СУ ""Ангел Кънчев""",1834  Предприемачески - АЕ интензивно  НЕ,319.5,319.5,без квоти
124.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0324  Очна оптика - АЕ  НЕ,318.5,324,без квоти
125.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0947  Природни науки - АЕ интензивно  ИЕ,318,328.5,без квоти
126.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0321  Кинотехника аудио- и видеосистеми - АЕ  НЕ,317.5,317.5,без квоти
127.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0958  Предприемачески - АЕ интензивно  НЕ,315,317,без квоти
128.  ,"2213128  128 СУ ""Алберт Айнщайн""",1660  Софтуерни и хардуерни науки - АЕ  НЕ/РЕ,312.5,312.5,без квоти
129.  ,"2209019  19 СУ ""Елин Пелин""",3396  Предприемачески - НЕ интензивно ДатЕ,312,350.5,без квоти
130.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0957  Хуманитарни науки - АЕ интензивно   ИЕ,312,312,без квоти
131.  ,"2211021  21 СУ ""Христо Ботев""",0906  Предприемачески - АЕ интензивно  ИЕ,309.5,309.5,без квоти
132.  ,2211417  ПГО,0476  Моден дизайн - АЕ  ФЕ,309,344.75,без квоти
133.  ,2223431  ПГ по телекомуникации,0730  Компютърна техника и технологии - АЕ,307.25,307.25,без квоти
134.  ,2223431  ПГ по телекомуникации,0743  Приложно програмиране - АЕ,307.25,307.25,без квоти
135.  ,"2206410  ПГАВТ  ""А.С.Попов""",2760  Приложно програмиране - АЕ интензивно  НЕ,307,379,без квоти
136.  ,"2209305  203 ПЕГ ""Св. Методий""",2907  Чужди езици - АЕ интензивно  ИЕ/РЕ,300.75,333,без квоти
137.  ,"2221093  93 СУ ""Ал. Теодоров - Балан""",2878  Обществени науки - АЕ интензивно  РЕ,300.5,344.5,без квоти
138.  ,"2209036  36 СУ ""Максим Горки""",0778  Чужди езици - ИтЕ интензивно  АЕ,300,333.5,без квоти
139.  ,2223055  55 СУ,2144  Софтуерни и хардуерни науки - АЕ интензивно  НЕ,297.5,353,без квоти
140.  ,2223431  ПГ по телекомуникации,0722  Компютърни мрежи - АЕ,297.25,305.75,без квоти
141.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0328  Компютърна техника и технологии - АЕ  НЕ,296.5,350,без квоти
142.  ,"2220029  29. СУ ""Кузман Шапкарев""",2408  Софтуерни и хардуерни науки - АЕ интензивно  РЕ/ФЕ,295.75,336.5,без квоти
143.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0325  Лазерна и оптична техника - АЕ  НЕ,295.5,295.5,без квоти
144.  ,2216423  СПГТ,1285  Организация на хотелиерството - АЕ,294,308,без квоти
145.  ,"2203140  140. СУ ""Иван Богоров""",1904  Графичен дизайн,293,354,без квоти
146.  ,2216423  СПГТ,1283  Производство и обслужване в заведенията за хранене и развлечения - ИтЕ,291,293,без квоти
147.  ,2223431  ПГ по телекомуникации,3215  Телекомуникационни системи-АЕ,289.25,319.5,без квоти
148.  ,2216423  СПГТ,1286  Организация на обслужването в хотелиерството - АЕ,289,289,без квоти
149.  ,"2221093  93 СУ ""Ал. Теодоров - Балан""",2876  Обществени науки - РЕ интензивно  АЕ,288.25,293,без квоти
150.  ,2211417  ПГО,0472  Бутикови облекла - ИтЕ  АЕ,285.5,346.5,без квоти
151.  ,"2213081  81. СУ ""Виктор Юго""",2579  Хуманитарни науки,284,321.25,без квоти
152.  ,"2212303  33 ЕГ ""Света София""",2762  Чужди езици - АЕ интензивно НЕ,284,302,без квоти
153.  ,"2212137  137 СУ ""Ангел Кънчев""",1838  Хуманитарни науки - АЕ интензивно  НЕ,280.5,334.25,без квоти
154.  ,"2221157  157 ГИЧЕ ""Сесар Вайехо""",1023  Чужди езици - ИЕ интензивно  АЕ,279.5,400.5,без квоти
155.  ,2216423  СПГТ,1287  Екскурзоводско обслужване - АЕ,279,326,без квоти
